,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift
182,185,Pflegehelfer/in SRK,Ungelernt mit >20 Monaten Erfahrung,Das Zertifikat des Pflegehelferkurses muss auf dem Coople-Account hinterlegt sein. Der Nachweis über >20 Monate Praxiserfahrung in der auszuübenden Tätigkeit (20 Monate bei 100%-Beschäftigung) muss im CV aufgeführt sein.,"Aufgaben:
Pflege und Betreuung
- Unterstützen des diplomierten Pflegepersonals. Die Mitarbeit umfasst Tätigkeiten zu folgenden Aktivitäten des täglichen Lebens.
-Körperpflege und Unterstützung der Bewohner in den Aktivitäten des täglichen Lebens
- Geleistete Arbeiten in der Pflegedokumentation eintragen
- Begleiten der Bewohner zu verschiedenen Aktivitäten
- Ausführen von täglichen anfallenden hauswirtschaftlichen Arbeiten
Kommunikation und weitere Aufgaben
- Für ein angenehmes Arbeitsklima sorgen
- Teilnahme an den täglichen Rapporten
- Selbstständiges Holen und Weiterleiten von betriebsrelevanten Informationen
- Einhalten der geplanten Arbeitsabläufe, wenn nötig sinnvoll umdisponieren
- Beobachtete Veränderungen, Probleme oder Mitteilungen von Bewohnern unverzüglich an die vorgesetzte Stelle weiterleiten
- Einhalten und Umsetzen von Hygiene und Sicherheit
- Mitwirken bei Administration, Logistik und Zusammenarbeit",Gesundheitswesen,Altendorf,8852,847.53,31.39,23 Aug 2023,9
183,186,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Suchen motivierten, aufgeschlossenen & gepflegten Service Mitarbeiter/in für Banketteinsatz. 
Einsatzendzeit kann variieren.",Gastronomie / Hotel,Zürich,8005,147.0,28.0,23 Aug 2023,1
184,187,Kassenmitarbeiter/in,,,"Betreuung und Support beim Verkaufen und Produzieren von Pommes, Fischknusperli etc.",Gastronomie / Hotel,Opfikon,8152,1053.0,26.0,23 Aug 2023,5
185,188,Garderobenmitarbeiter/in,,,"Wir freuen uns, wenn du uns unterstützt!

Zu deinen Aufgaben gehören:
- Betreuung der Garderobe, ohne Kasse


Das wünschen wir uns von dir:
- Freundlichkeit und Höflichkeit 
- Ein guter Umgang mit Stress
- Eine aufgestellte und kommunikationsfreudige Persönlichkeit
- Gepflegtes auftreten 
- Ein wenig Eventerfahrung
- Flexibilität

Wir sind an einer langfristigen Zusammenarbeit interessiert und würden uns freuen, wenn das für dich auch in Frage kommt.
Hier ein Einblick, was es bedeutet, ein Teil des -Teams zu sein: [link hidden]

Es gibt Parkmöglichkeiten, die Kosten müssen hierfür selber getragen werden.

ACHTUNG!!! Gelände ist sehr gross bitte seid rechtzeitig vor Ort, damit ihr pünktlich starten könnt.",Promotion / Event,Bern,3014,159.38,25.5,23 Aug 2023,1
186,189,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Servieren von Speisen & Getränken,Gastronomie / Hotel,Zürich,8004,85.0,34.0,23 Aug 2023,1
187,190,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,Gäste Betreuung Getränkeservice Flying service,Gastronomie / Hotel,Lindau,8310,130.5,29.0,23 Aug 2023,1
188,191,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Aufgaben/Anforderungen:
- Sie kochen und richten à la carte Gericht nach gegebenen Standards her
- Sie reinigen die Küche und halten das Hygienekonzept gewissenhaft ein
- Sie weisen eine abgeschlossene Kochlehre aus
- Sie sind teamfähig und sehr belastbar
- Zimmerstunde, Wochenend- und Feiertagsdienste sind für Sie selbstverständlich
- Sie verfügen über gute Deutschkenntnisse",Gastronomie / Hotel,Wagenhausen,8259,5270.0,34.0,23 Aug 2023,31
189,192,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Suchen Sie eine spannende und herausfordernde Stelle als Koch in der ? Dann bewerben Sie sich bei ! 

Als Koch bei uns haben Sie die Möglichkeit, Teil eines hochprofessionellen Teams zu sein und Ihre Leidenschaft für das Kochen von Fischgerichten auszuleben. 

Ihre Aufgaben umfassen unter anderem:
- Zubereitung von Fischgerichten nach festgelegten Rezepten und Standards
- Gewährleistung der Qualität der Speisen, einschließlich des Geschmacks und der Präsentation
- Kontrolle und Verwaltung der Lebensmittelvorräte
- Einhaltung der Hygiene- und Sicherheitsrichtlinien
- Zusammenarbeit mit dem Küchenteam, um einen reibungslosen Ablauf der Küchenprozesse zu gewährleisten

Wir suchen eine motivierte und engagierte Person, die Freude daran hat, köstliche Speisen zuzubereiten und unseren Gästen ein unvergessliches kulinarisches Erlebnis zu bieten. 

Wenn Sie Kochprofi sind und Interesse daran haben, in einer festen Anstellung bei tätig zu sein, dann zögern Sie nicht und bewerben Sie sich noch heute! Wir bieten Ihnen attraktive Vergütungen, Weiterbildungsmöglichkeiten und ein angenehmes Arbeitsumfeld.

Hinweis: Diese Stelle ist vorerst auf temporärer Basis, es besteht jedoch die Möglichkeit einer Festanstellung.",Gastronomie / Hotel,Heiden,9405,1050.0,35.0,23 Aug 2023,6
190,193,Koch/Köchin,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Koch mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsausbildungszertifikat (EBA) und weniger als drei Jahren Berufserfahrung.,"Für unseren wunderschönen neuen Standort suchen wir noch Unterstützung. Danach wirst du in den Pool aufgenommen, wenn es für beide Seiten passt und du erhältst regelmässige Einsätze.

DAS BRINGST DU MIT:
• LUST AUF GASTRONOMIE und vielleicht sogar schon Erfahrung darin
• Echten TEAMGEIST
• Du bist aufgeschlossen und BEGEISTERUNGSFÄHIG.
• EINSATZFREUDE: Du packst gern mit an.
• SERVICEorientierung und Flexibilität

 DEINE AUFGABEN:
• Dein täglich Brot: Zubereitung der IM GLÜCK Speisen nach Rezepturvorgaben
• Du bereitest die Küche für das Tagesgeschäft vor.
• Die Qualitätskontrolle und Qualitätssicherung im Küchenbereich hast Du immer im Auge.
• Die Küche ist Dein Revier: Halte sie sauber und halte Hygienestandards ein.
• Tägliche Kontrolle des Lagers: Alles an seinem richtigen Ort?

Spezielles:
- 50% auf Essen, Getränke sind Kostenlos
- Mikrowelle vorhanden",Gastronomie / Hotel,Oftringen,4665,4830.0,28.0,23 Aug 2023,32
191,194,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Service bar et terrasse. 
Service restaurant. 

Véhicule indispensable. 

Attention on est sur STe Croix / Les",Gastronomie / Hotel,Bullet,1452,1127.25,27.0,23 Aug 2023,7
192,195,Pflegehelfer/in SRK,Ungelernt,Das Zertifikat des Pflegehelferkurses muss auf dem Coople-Account hinterlegt sein.,"• Mithilfe bei aktivierenden und betreuenden Aufgaben ( z.B. Menüwahl, Tagesstruktur)
• Selbstständige Übernahme von hauswirtschaftlichen Aufgaben und Schaffen eines wohnlichen Ambientes auf dem Wohnbereich. 
• Übernahme von delegierten Pflege- und Betreuungsaufgaben.
• Im Rahmen der Kompetenzen selbständiges Ausführen der übertragenen und/oder geplanten Pflege und Betreuung. 
• Melden von Beobachtungen sowie gewissenhaftes, vollständiges und verständliches Dokumentieren 
• Anliegen der Bewohnerinnen und Bewohner und/oder der Angehörigen aufnehmen und bearbeiten oder an die richtige Stelle weiterleiten.
• Sorgfältiger Einsatz der zu Verfügung stehenden Mittel
• Aktive Informationsbeschaffung bei den entsprechenden Stellen: Pflegedokumentation, Anschlagbrett, Mitarbeiterinformation (z.B. Salem-Info) und mittels direkter Nachfrage.
• Partnerschaftliche, respektvolle und offene Zusammenarbeit mit den Angehörigen wird gewährleistet.",Gesundheitswesen,Glarus,8755,801.99,25.46,23 Aug 2023,7
193,196,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Sie unterstützen die Küchenbrigade bei den Produktionen sowie beim Schicken von Banketten. Ihre Einsätze sind Durch- und Teildienste.,Gastronomie / Hotel,Thun,3602,382.5,30.0,23 Aug 2023,2
194,197,Chef de Service,,,,Gastronomie / Hotel,Muri AG,5630,149.01,31.37,23 Aug 2023,1
195,198,Barmitarbeiter,,,"Für die Neueröffnung eines neues Standortes, suchen wir noch Unterstützung. Danach wirst du in den Pool aufgenommen, wenn es für beide Seiten passt und du erhältst regelmässige Einsätze.

DAS BRINGST DU MIT:
• LUST AUF GASTRONOMIE und vielleicht sogar schon Erfahrung darin
• Echten TEAMGEIST
• Du bist aufgeschlossen und BEGEISTERUNGSFÄHIG.
• EINSATZFREUDE: Du packst gern mit an.
• SERVICEorientierung und Flexibilität

DEINE AUFGABEN:
• Ab an die Bar! Du versorgst unsere Gäste mit alkoholischen und alkoholfreien Getränken.
• Du sorgst dafür, dass die Getränke richtig gut aussehen.
• Kontrolle des Lagers und Warenbestands: Alles an seinem richtigen Ort und noch genug da?
• Du bereitest die Bar für das Tagesgeschäft vor, hältst sie sauber und checkst regelmäßig alle technischen Geräte.

Spezielles:
- 50% auf Essen, Getränke sind Kostenlos
- Mikrowelle vorhanden",Gastronomie / Hotel,Oftringen,4665,2664.75,25.5,23 Aug 2023,16
196,199,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",Uniquement pour professionnel de la restauration avec solide expérience.,Gastronomie / Hotel,Les Rasses,1452,160.0,32.0,23 Aug 2023,1
197,200,Empfangsmitarbeiter/in,,,Aushilfe für eine event Unterstützung bei der Zubereitung von Sandwiches Und Kasse,Gastronomie / Hotel,Baden,5400,104.0,26.0,23 Aug 2023,1
198,201,"Verträger/in / Verteiler/in (Zeitungen, Flyer, Samples)",,,"Working at the pulse of the city: In this job you will deliver parcels with a DXP (electric vehicle). You will use our own app to make the specified stops. Therefore, you should have a smartphone (Android or iPhone) with a fully charged battery and data package (Internet). It would also be great if you could bring a power bank with you.

Please note:
- End of shift +/- 1h",Promotion / Event,Buchs,5033,611.04,25.46,23 Aug 2023,8
199,202,Fachmann/frau Gesundheit EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Sie sind examinierte Pflegefachkraft mit einem Federal VET Diploma (EFZ) oder haben gerade Ihr PET-Diplom abgeschlossen und suchen eine herausfordernde und erfüllende Tätigkeit im Gesundheitswesen? Dann sind Sie bei uns genau richtig! Das in Kirchberg sucht eine FAGE zur Unterstützung unseres engagierten Teams.

Ihre Aufgaben umfassen:

- Unterstützung bei der Körperpflege, Mobilität und Ernährung der Bewohner
- Sicherstellung einer fachgerechten Pflegedokumentation
- Assistenz bei therapeutischen Maßnahmen
- Kommunikation und Zusammenarbeit mit anderen Pflegefachkräften im Team
- Förderung des Wohlbefindens und der Lebensqualität der Bewohner

Als FAGE bei uns haben Sie die Möglichkeit, positive Veränderungen im Leben unserer Bewohner zu bewirken und ihnen eine hochwertige Unterstützung und Pflege zu bieten. Wir bieten Ihnen eine angemessene Vergütung, ein motiviertes Team und ein angenehmes Arbeitsumfeld.

Folgende Anforderungen stellen wir an Sie:

- Abgeschlossene Ausbildung als FAGE mit einem Federal VET Diploma (EFZ) oder abgeschlossenes PET-Diplom (customised training)
- Erfahrung in der Altenpflege oder in einer ähnlichen Einrichtung von Vorteil
- Kenntnisse in der Pflegedokumentation und den rechtlichen Vorgaben
- Einfühlungsvermögen, Geduld und Verantwortungsbewusstsein
- Teamfähigkeit und Freude an der Arbeit mit älteren Menschen

Wenn Sie eine engagierte und empathische Persönlichkeit sind und einen wichtigen Beitrag zur Betreuung und Pflege von älteren Menschen leisten möchten, dann freuen wir uns auf Ihre Bewerbung. Werden Sie Teil unseres dynamischen Teams im und helfen Sie uns dabei, eine qualitativ hochwertige Versorgung unserer Bewohner sicherzustellen.",Gesundheitswesen,Kirchberg,3422,253.53,37.56,23 Aug 2023,2
200,203,Fachmann/frau Betreuung EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Die ist eine von drei Institutionen der und begleitet und fördert 72 Kinder und Jugendliche mit einem intensiven Betreuungs-, Pflege- und/oder Strukturbedarf im Alter von 4 – 18 Jahren. Der Einsatz erfolgt in einer unserer Wohngruppen, auf dem Areal hat es weitere Nachtwachen die Telefonisch (im Notfall vor Ort) unterstützen können. 

Sie übernehmen die Nachtwache und unterstützen die Kinder und Jugendlichen während der Nacht gemäss schriftlicher Abläufe und telefonischer Anleitung. Sie setzen unter Einhaltung der professionellen Nähe & Distanz die pädagogischen und pflegerischen Aufgaben sorgsam und pflichtbewusst um. 

Für den Einsatz ist ein Strafregisterauszug und ein Sonderprivatauszug ohne Einträge zu Berufs- und Tätigkeitsverboten, Rayon- oder Kontaktverboten zwingend erforderlich. Wird der Sonderprivatauszug nicht innerhalb der von Coople (Schweiz) AG festgelegten Frist beigebracht oder enthält dieser Einträge, ist die Arbeit im Rahmen dieses Einsatzes nicht möglich. Dem entsprechend wird der Einsatzvertrag gekündigt und es ist auch kein Lohn (mehr) geschuldet.",Gesundheitswesen,Fehraltorf,8320,703.0,38.0,23 Aug 2023,2
201,204,Host/Hostess,,,"Betreuung vom Gästeempfang in der Nacht. Ansprechperson sein von Gästen. 
SPRACHKENNTNISSE: ENGLISCH UND DEUTSCH MÜNDLICH UND SCHRIFTLICH!!",Promotion / Event,Zürich,8002,200.0,25.0,23 Aug 2023,1
202,205,Empfangsmitarbeiter/in,,,"Nachtdienst Front Office & Frühstücksvorbereitung:
Wir suchen derzeit Rezeptionsmitarbeiter/-innen mit Erfahrung in der Verwaltung und Nutzung des Opera Systems von Vorteil.
Unbefristet, mit Aussicht auf eine Festanstellung! 

Ihre Hauptaufgaben umfassen:
- Begrüßung und Check-in und Check-out der Gäste
- Bearbeitung von Zahlungen und Abrechnungen 
- Beantwortung von Telefonanrufen und Weiterleitung an die entsprechenden Abteilungen
- Barservice
- Durchführung vom Tagesabschluss
- Erledigung von diversen administrativen Aufgaben anhand der Checkliste

Wir suchen motivierte und serviceorientierte Personen, die bereit sind, in einer dynamischen Hotelumgebung zu arbeiten. 
Wenn Sie Erfahrung am Empfang (Opera-Kenntnisse von Vorteil) haben und eine Leidenschaft für die Bereitstellung exzellenter Gastfreundschaft haben, dann freuen wir uns darauf, von Ihnen zu hören.",Gastronomie / Hotel,Bern,3014,27510.0,28.0,23 Aug 2023,131
203,206,Rezeptionsmitarbeiter/in / Concierge,,,,Gastronomie / Hotel,Glattbrugg,8152,272.0,34.0,23 Aug 2023,1
204,207,Produktionsmitarbeiter/in,,,"Suchst du eine Gelegenheit, dein Können und deine Leidenschaft für das Arbeiten in der Produktion zu nutzen? Dann haben wir bei AG die perfekte Stelle für dich! Wir sind auf der Suche nach einer motivierten und tatkräftigen Produktionsmitarbeiter:in für unsere Produktionsküche in Zürich.

Du bist eine zuverlässige Persönlichkeit, die Teil eines flexiblen und engagierten Teams sein möchte? 

Dein Aufgaben:

• Schneid- und Verpackungsarbeiten; 
• Produktion von Sushirollen nach Vorgaben; 
• diverse Aufräum- und Reinigungsarbeiten;
• Einhaltung der Qualitätsstandards und der Hygienevorschriften nach HACCP.

Wir bieten dir ein familiäres Umfeld mit guter Stimmung und mit attraktiven Arbeitszeiten ohne Zim-merstunden und geregelten Schichten, eine faire Entlöhnung, vergünstigte Parkplätze, ein ange-nehmes Arbeitsklima und vielseitige Entwicklungsmöglichkeiten.",,Zürich,8048,1262.25,25.5,24 Aug 2023,11
205,208,Promoter/in (Berater/in),,,"Bonjour à tous

Nous sommes à la recherche d'une personne motivée pour une mission à Martigny.

Ta tâche
aller de manière proactive vers les gens
distribuer des flyers / samples",Promotion / Event,Martigny,1920,426.46,25.46,24 Aug 2023,3
206,209,Luftverkehr - Catering / Produktion,Interessiert,"Personen, welche Interesse haben an der Produktion von Lebensmitteln. Nach Auswahl dieses Jobprofiles wirst du für die kommende Rekrutierung berücksichtigt.","Möchten Sie Teil eines dynamischen Teams in der Luftfahrtindustrie sein? ( ) AG sucht derzeit einen Hilfskoch am Flughafen Zürich für die Nachtschicht.

Ihre Hauptaufgabe besteht darin, bei der Produktion von Sandwiches zu helfen. Sie werden in einer modernen Küche arbeiten, in der frische und hochwertige Zutaten verwendet werden, um köstliche und ansprechende Sandwiches herzustellen.

Zu Ihren Aufgaben gehören:
- Vorbereitung der Sandwichzutaten
- Zusammenstellen und Verpacken der Sandwiches
- Einhaltung der Hygiene- und Sicherheitsstandards
- Unterstützung des Küchenteams bei Bedarf

Wir suchen nach einer engagierten und zuverlässigen Person, die gerne in einem schnellen Arbeitsumfeld arbeitet. Vorkenntnisse in der Lebensmittelproduktion sind von Vorteil, aber nicht zwingend erforderlich. Wichtiger ist die Bereitschaft, zu lernen und sich in einer neuen Umgebung einzuarbeiten.

Als Teil des Teams bieten wir Ihnen wettbewerbsfähige Vergütung, Schulungs- und Entwicklungsmöglichkeiten sowie ein angenehmes Arbeitsumfeld.

Wenn Sie gerne in der Luftfahrtindustrie arbeiten und Erfahrung in der Lebensmittelproduktion haben oder einfach nur bereit sind, neue Fähigkeiten zu erlernen, dann bewerben Sie sich jetzt bei ( ) AG und werden Sie Teil unseres Teams am Flughafen Zürich!",Luftverkehr,Kloten,8302,614.55,24.1,24 Aug 2023,3
