,Unnamed: 0,Rank,Job role,Experience Level,Experience detail,Job description,Industry,City,Post Code,Pay total,Pay per hour,Start date,Shift,post_district,comment,country_code,region,town,lat,lng
511,272,275,Promoter/in (Berater/in),,,"Wir benötigen motivierte und zuverlässige Promoter/innen, die in der Stadt Zürich flexibel einsetzbar sind, um verschiedene Standorte zu besetzen, wie zum Beispiel:

Manessestrasse 190, Zürich, 8045
Bahnhofquai, Zürich, 8001
Thurgauerstrasse 100, Zürich, 8152
Birmensdorferstrasse 517, Zürich, 8055

Es könnten auch weitere Standorte in Zürich folgen. Bitte stellen Sie sicher, dass diese Flexibilität gewährleistet ist.
!!! Die Einsatzzeiten können auch noch etwas variieren!!!

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Zürich,8001,676.0,26.0,24 Aug 2023,8,Zürich Zustellkreis,,CH,ZH,Zürich,47.3741561,8.5396323
512,273,276,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotin- und tabakhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Wünnewil-Flamatt,3175,312.0,26.0,24 Aug 2023,3,Flamatt,,CH,FR,Flamatt,46.8892818,7.3101333
513,274,277,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Sie sind zuständig für das Wohl der Gäste, sei es im Bankett oder Catering-Service, Sie helfen mit bei Auf-und Abbau der Events und beraten die Gäste aktiv.",Gastronomie / Hotel,Zürich,8049,624.0,32.0,24 Aug 2023,3,Zürich 49 Höngg,,CH,ZH,Zürich,47.4044591,8.4970328
514,275,278,Logistiker/in,Ungelernt,"Personen mit Bereitschaft zu körperlicher Arbeit (z.B. Be-/Entladen von Lastwagen, Einpacken und Rüsten von Sendungen). Handwerkliches Geschick von Vorteil.","Ich habe für meinen Sohn ein mini Quad gekauft und dachte, dass dieser zusammengebaut kommt. Nun suche ich jemand, der diesen zusammenschrauben kann, da ich technisch unfähig bin.

WICHTIG: Du musst deinen eigenen Werkzeugkoffer mitnehmen und erhältst dafür CHF 20.- Spesen.

WICHTIG 2:
Bedienungsanleitung [link hidden]",Promotion / Event,St. Gallen,9016,30.0,30.0,24 Aug 2023,1,St. Gallen 16 Neudorf,,CH,SG,St. Gallen,47.437618,9.405664
515,276,279,Dekorateur/in,Ungelernt,"Handwerkliches Geschick und Kreativität von Vorteil. Personen mit einer Berufsgrundbildung in der auszuübenden Tätigkeit registrieren sich bitte mit Ausbildungsniveau ""gelernt"".",Wir brauchen Unterstützung für die Dekoration und den Aufbau von einem Anlass für 1000 Personen.,Promotion / Event,Rapperswil-Jona,8645,117.0,26.0,24 Aug 2023,1,Jona,,CH,SG,Jona,47.2301899,8.8455398
516,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Bühl b. Frauenfeld,,CH,TG,Frauenfeld,47.5436887,8.9214172
517,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Dingenhart,,CH,TG,Frauenfeld,47.54467,8.93612
518,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Erzenholz,,CH,TG,Frauenfeld,47.5680929,8.8494506
519,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Frauenfeld,,CH,TG,Frauenfeld,47.5535997,8.8987541
520,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Gerlikon,,CH,TG,Gerlikon,47.53555,8.87696
521,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Haldenhof,,CH,TG,Frauenfeld,47.5634834,8.9409195
522,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Herten,,CH,TG,Frauenfeld,47.56234,8.9386
523,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Horgenbach,,CH,TG,Frauenfeld,47.5535997,8.8987541
524,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Huben,,CH,TG,Frauenfeld,47.545172,8.912829
525,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Messenriet,,CH,TG,Frauenfeld,47.5521624,8.8674129
526,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Niederwil TG,,CH,TG,Frauenfeld,47.55393,8.86072
527,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Oberwil TG,,CH,TG,Frauenfeld,47.54578,8.87005
528,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Osterhalden,,CH,TG,Frauenfeld,47.565529,8.873374
529,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Reuti,,CH,TG,Frauenfeld,47.55907,8.94639
530,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Rosenhuben,,CH,TG,Gerlikon,47.54821,8.86251
531,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Strass,,CH,TG,Frauenfeld,47.56276,8.85759
532,277,280,Promoter/in (Berater/in),,,"Wir sind auf der Suche nach motivierten und zuverlässigen Promotern/innen, für eine Verkaufspromotion für nikotinhaltige Produkte.

Anforderungen: Du musst fliessend Deutsch sprechen
Mindestalter: 21 Jahre
Schulung: Vor dem Einsatz ist eine obligatorische Schulung abzuschliessen (wird nach dem ersten Einsatz ausbezahlt) 
Reporting: Es gibt ein Reporting auszufüllen, vor, während und nach deiner Schicht
Datenerfassung: Die Daten der Kunden sind zu erfassen

Wir freuen uns auf deine Bewerbung.",Promotion / Event,Frauenfeld,8500,416.0,26.0,24 Aug 2023,4,Wellenberg,,CH,TG,Frauenfeld,47.5662549,8.9462506
533,278,281,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Produktion von Speisen
Arbeiten am Buffet und vor dem Gast
MEP
allg. Aufräumarbeiten
Definitive Einstellung folgt in der KW 33",Gastronomie / Hotel,Zürich,8050,382.5,34.0,24 Aug 2023,2,Zürich 50 Oerlikon,,CH,ZH,Zürich,47.4122963,8.5572261
534,279,282,Fachmann/frau Betreuung EFZ (angepasste Ausbildungen),Gelernt,Die Ausbildungsnachweise (Zertifikate / Diplome) müssen auf dem Coople-Account hinterlegt sein. Die NAREG-Nr. ist im Lebenslauf zu erwähnen.,"Deine Aufgaben bei uns: 
Du betreust, begleitest und unterstützt im Team erwachsene Klient/innen mit unterschiedlichen Beeinträchtigungsformen in den Schichten

Unsere Anforderungen an Dich:
- Du verfügst über eine Ausbildung als Fachperson Betreuung (EFZ) oder eine gleichwertige Ausbildung
- Du hast bereits Erfahrung in der Arbeit mit Menschen mit Beeinträchtigungen
- Du bist unkompliziert und humorvoll
- Du engagierst dich professionell, wertschätzend und umfassend für die Anliegen unserer Klient/innen
- Du handelst verantwortungsbewusst und initiativ
- Du bist flexibel und belastbar",Gesundheitswesen,Dielsdorf,8157,199.5,42.0,24 Aug 2023,1,Dielsdorf,,CH,ZH,Dielsdorf,47.4824169,8.4535043
535,280,283,Service Gastronomie,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Restaurationsfachmann/frau, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Wir suchen für unser 5* Hotel motivierte Servicemitarbeiter (Service Erfahrung von Vorteil), 
Ende des Einsatzes ist variabel +/- 1 Stunde (abhängig von der Veranstaltung) Jedoch muss damit gerechnet werden, dass Einsätze effektiv bis zur genannten Endzeit dauern und nicht früher zu Ende sind. Erscheinungsbild zwingend beachten in der Kleiderordnung (Gepflegtes Erscheinungsbild ist obligatorisch)!
Die Arbeitszeit (deine gebuchte Startzeit) beginnt dann, wenn du umgezogen an deinem Einsatzort bist und deine Arbeit aufnimmst.
Aufgaben:
Getränke-, Essen-, Flying Food-, Weinservice
Auf-&Abbau tech. Equipment
Vorbereitung der Räume",Gastronomie / Hotel,Zürich,8002,270.0,30.0,24 Aug 2023,1,Zürich Zustellkreis,,CH,ZH,Zürich,47.3601376,8.5293292
536,281,284,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"Mitarbeit / Service / Auf- und Abbau Anlass

---> Achtung: bei schlechtem Wetter wird der Treffpunkt geändert. Bitte rufen Sie vor Arbeitsbeginn die Telefonnummer 061 207 70 11 an. Herzlichen Dank",Gastronomie / Hotel,Basel,4051,161.0,28.0,24 Aug 2023,1,Basel Zustellkreis,,CH,BS,Basel,47.553724,7.5860708
537,282,285,Service Gastronomie,Ungelernt mit >20 Monaten Erfahrung,Personen ohne eidgenössisches Fähigkeitszeugnis (EFZ) als Spezialist für Gastronomie mit mehr als 20 Monaten Erfahrung oder Personen mit eidgenössischem Berufsattest (EBA) und weniger als drei Jahren Berufserfahrung im Referenzsektor.,"Service, Bedienen, abräumen, Getränkeservice, 
Briefing findet vor Ort statt.",Gastronomie / Hotel,Zürich,8002,165.0,30.0,24 Aug 2023,1,Zürich Zustellkreis,,CH,ZH,Zürich,47.3601376,8.5293292
538,283,286,Promoter/in (Berater/in),,,"Interview passengers in Hardbrücke for below questions:

Do you use sunscreen everyday?
How often do you reapply sunscreen?
How do you choose your sunscreen? What do you look for?
Do you use body sunscreen on your face?
Do you use sunscreen in winter?
What additional function do you want for sunscreen?

And promote Sunscreen after interview.

You will be in the video too and publish in Suncademy Social media. (instagram and tiktok)
[link hidden]

Swiss german is required. Be brave and active to talk to passengers.

online interview required.",Promotion / Event,Zürich,8008,40.5,27.0,24 Aug 2023,1,Zürich Zustellkreis,,CH,ZH,Zürich,47.359081,8.5529168
539,284,287,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.",,Gastronomie / Hotel,Basel,4058,928.0,32.0,24 Aug 2023,5,Basel Zustellkreis,,CH,BS,Basel,47.5656032,7.6117731
540,285,288,Service Gastronomie,Ungelernt,Servicemitarbeiter/in mit Freude am Bedienen und am Umgang mit Gästen. Teamfähigkeit ist Voraussetzung.,"letzte Vorbereitungsarbeiten, Speise- & Getränkeservice, Aufräumarbeiten",Gastronomie / Hotel,Zürich,8049,161.0,28.0,24 Aug 2023,1,Zürich 49 Höngg,,CH,ZH,Zürich,47.4044591,8.4970328
541,286,289,Koch/Köchin,Gelernt,"Personen mit eidgenössischem Fähigkeitsausweis (EFZ) als Koch/Köchin, einer mindestens dreijährigen beruflichen Grundbildung in der auszuübenden Tätigkeit oder Personen mit einer Attestlehre (EBA) und mindestens drei Jahren Berufspraxis in der auszuübenden Tätigkeit.","Koch gerne auch zur Festanstellung
Besonderheiten: Fischküche",Gastronomie / Hotel,Heiden,9405,5440.0,34.0,24 Aug 2023,32,Wienacht-Tobel,,CH,AR,Wienacht-Tobel,47.4643898,9.5355782
